觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),日照時數(h),全天空日射量(MJ/㎡),能見度(km),紫外線指數,總雲量(0~10),source_file
11,1007.0,1010.5,25.2,21.3,79,1.0,250,3.7,340,0.0,0.0,0.2,1.42,50.0,4,9.0,466920-2024-03-30.csv
12,1006.2,1009.7,28.1,23.0,74,0.9,190,3.1,120,0.0,0.0,0.5,2.47,--,6,--,466920-2024-03-30.csv
13,1006.0,1009.5,27.2,22.8,77,0.5,80,4.3,340,0.0,0.0,0.1,1.2,--,3,--,466920-2024-03-30.csv
14,1004.8,1008.3,27.1,23.8,82,1.2,200,5.8,350,T,0.9,0.0,0.69,12.0,2,10.0,466920-2024-03-30.csv
15,1003.9,1007.4,28.1,23.9,78,1.6,120,3.0,110,T,0.7,0.3,1.17,--,2,--,466920-2024-03-30.csv
16,1006.3,1009.8,23.0,20.2,84,7.4,330,18.7,330,T,0.1,0.2,0.55,--,1,--,466920-2024-03-30.csv
17,1006.6,1010.1,22.2,20.7,91,3.3,280,16.5,340,8.5,1.0,0.0,0.03,14.0,0,10.0,466920-2024-03-30.csv
18,1006.6,1010.1,21.7,21.2,97,1.3,100,7.3,340,6.0,1.0,0.0,0.0,--,0,--,466920-2024-03-30.csv
19,1007.0,1010.5,22.2,21.9,98,1.6,160,4.6,240,9.5,0.5,0.0,0.0,--,0,--,466920-2024-03-30.csv
20,1007.1,1010.6,22.3,22.0,98,1.2,20,2.3,20,0.0,0.0,--,0.0,--,0,--,466920-2024-03-30.csv
21,1007.9,1011.4,22.8,22.5,98,1.1,120,2.6,350,0.0,0.0,--,0.0,--,0,--,466920-2024-03-30.csv
22,1008.5,1012.0,22.7,22.4,98,0.7,190,2.4,220,0.0,0.0,--,0.0,--,0,--,466920-2024-03-30.csv
23,1009.3,1012.8,23.8,23.5,98,2.1,320,6.0,320,0.0,0.0,--,0.0,--,0,--,466920-2024-03-30.csv
24,1009.3,1012.8,23.5,23.0,97,1.4,330,6.1,350,0.0,0.0,--,0.0,--,0,--,466920-2024-03-30.csv
1,1008.8,1012.3,22.8,21.6,93,1.9,360,7.9,320,0.0,0.0,--,0.0,--,0,--,466920-2024-03-31.csv
2,1009.4,1012.9,22.1,20.7,92,1.7,140,5.7,90,0.5,0.4,--,0.0,--,0,--,466920-2024-03-31.csv
3,1009.1,1012.7,20.6,18.0,85,2.9,100,8.1,80,T,0.5,--,0.0,--,0,--,466920-2024-03-31.csv
4,1009.3,1012.9,20.1,18.6,91,3.4,130,7.6,60,1.0,0.4,--,0.0,--,0,--,466920-2024-03-31.csv
5,1010.3,1013.9,20.5,18.1,86,2.3,130,4.9,130,0.0,0.0,--,0.0,--,0,--,466920-2024-03-31.csv
6,1010.2,1013.8,20.5,17.3,82,1.9,140,4.7,110,0.0,0.0,0.0,0.0,--,0,--,466920-2024-03-31.csv
7,1010.6,1014.2,21.1,16.3,74,2.6,120,5.7,110,0.0,0.0,0.0,0.07,--,0,--,466920-2024-03-31.csv
8,1011.7,1015.3,22.5,15.4,64,2.9,100,7.3,110,0.0,0.0,0.1,0.54,40.0,1,9.0,466920-2024-03-31.csv
9,1011.7,1015.2,23.0,16.3,66,2.6,90,7.8,80,0.0,0.0,0.0,0.99,45.0,2,9.0,466920-2024-03-31.csv
10,1011.6,1015.1,24.0,16.5,63,2.5,90,8.6,80,0.0,0.0,0.1,1.58,--,3,--,466920-2024-03-31.csv
11,1011.0,1014.5,25.6,17.0,59,1.9,80,7.8,90,0.0,0.0,0.1,1.92,50.0,5,9.0,466920-2024-03-31.csv
12,1009.9,1013.4,27.1,17.9,57,2.3,90,8.1,80,0.0,0.0,0.4,2.6,--,6,--,466920-2024-03-31.csv
13,1008.9,1012.4,28.0,18.1,55,3.5,80,8.0,80,0.0,0.0,0.8,2.88,--,7,--,466920-2024-03-31.csv
14,1008.1,1011.6,27.2,18.0,57,3.1,80,9.1,90,0.0,0.0,0.7,2.47,35.0,6,9.0,466920-2024-03-31.csv
15,1007.6,1011.1,26.9,18.0,58,2.9,100,8.5,100,0.0,0.0,0.0,1.02,--,2,--,466920-2024-03-31.csv
16,1007.3,1010.8,26.3,17.7,59,3.2,80,8.4,50,0.0,0.0,0.0,0.94,--,1,--,466920-2024-03-31.csv
17,1006.8,1010.3,25.4,18.6,66,3.5,80,8.8,70,0.0,0.0,0.0,0.46,40.0,1,9.0,466920-2024-03-31.csv
18,1007.7,1011.2,25.2,18.4,66,3.0,80,9.0,60,0.0,0.0,0.0,0.16,--,0,--,466920-2024-03-31.csv
19,1008.5,1012.0,24.8,18.0,66,2.1,100,7.0,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-03-31.csv
20,1009.2,1012.7,23.5,19.5,78,1.6,110,5.6,80,T,0.2,--,0.0,--,0,--,466920-2024-03-31.csv
21,1009.3,1012.8,22.6,20.5,88,0.8,110,2.9,100,T,0.1,--,0.0,--,0,--,466920-2024-03-31.csv
22,1009.4,1012.9,23.3,19.7,80,1.1,160,2.4,150,0.0,0.0,--,0.0,--,0,--,466920-2024-03-31.csv
23,1008.4,1011.9,23.3,19.5,79,1.3,130,2.7,110,0.0,0.0,--,0.0,--,0,--,466920-2024-03-31.csv
24,1008.1,1011.6,23.1,19.5,80,1.1,210,2.1,150,0.0,0.0,--,0.0,--,0,--,466920-2024-03-31.csv
1,1007.9,1011.4,22.5,20.0,86,1.7,160,3.5,140,T,0.2,--,0.0,--,0,--,466920-2024-04-01.csv
2,1007.6,1011.1,21.8,20.3,91,0.7,150,3.6,160,T,0.5,--,0.0,--,0,--,466920-2024-04-01.csv
3,1007.1,1010.6,21.5,20.8,96,0.4,50,1.5,200,0.5,0.5,--,0.0,--,0,--,466920-2024-04-01.csv
4,1007.3,1010.8,21.9,20.5,92,1.1,170,1.9,140,T,0.1,--,0.0,--,0,--,466920-2024-04-01.csv
5,1008.0,1011.5,22.1,20.0,88,0.8,200,2.7,160,0.0,0.0,--,0.0,--,0,--,466920-2024-04-01.csv
6,1008.4,1011.9,22.3,20.0,87,0.7,130,3.0,160,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-01.csv
7,1009.0,1012.5,22.8,20.3,86,0.9,210,2.2,170,0.0,0.0,0.0,0.16,--,0,--,466920-2024-04-01.csv
8,1009.3,1012.8,23.9,20.5,81,0.9,200,2.3,160,0.0,0.0,0.4,0.75,15.0,1,6.0,466920-2024-04-01.csv
9,1009.2,1012.7,26.2,21.4,75,0.7,90,2.5,210,0.0,0.0,1.0,1.85,25.0,3,1.0,466920-2024-04-01.csv
10,1009.0,1012.5,28.2,21.8,68,1.3,160,3.4,220,0.0,0.0,1.0,2.6,--,6,--,466920-2024-04-01.csv
11,1008.2,1011.6,30.5,23.4,66,0.4,140,4.3,140,0.0,0.0,1.0,3.11,25.0,8,3.0,466920-2024-04-01.csv
12,1007.2,1010.6,31.5,22.0,57,1.7,290,5.3,300,0.0,0.0,0.7,2.75,--,8,--,466920-2024-04-01.csv
13,1005.7,1009.1,31.9,22.3,57,1.5,220,5.3,280,0.0,0.0,1.0,3.39,--,9,--,466920-2024-04-01.csv
14,1004.6,1008.0,32.3,22.4,56,1.0,290,3.8,310,0.0,0.0,1.0,2.93,30.0,7,5.0,466920-2024-04-01.csv
15,1004.4,1007.8,31.0,23.9,66,2.9,350,8.1,350,0.0,0.0,0.8,2.2,--,4,--,466920-2024-04-01.csv
16,1004.5,1007.9,30.3,24.5,71,3.5,340,7.3,350,0.0,0.0,0.5,1.23,--,2,--,466920-2024-04-01.csv
17,1004.6,1008.0,29.0,24.1,75,2.5,10,5.6,340,0.0,0.0,0.2,0.46,35.0,0,10.0,466920-2024-04-01.csv
18,1005.1,1008.6,28.1,23.3,75,2.0,90,4.5,80,0.0,0.0,0.0,0.05,--,0,--,466920-2024-04-01.csv
19,1005.2,1008.7,27.7,22.9,75,2.1,90,4.1,80,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-01.csv
20,1005.2,1008.7,27.4,23.0,77,2.0,90,4.8,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-01.csv
21,1005.7,1009.2,26.7,23.0,80,2.4,100,4.9,130,0.0,0.0,--,0.0,--,0,--,466920-2024-04-01.csv
22,1006.2,1009.7,26.7,23.0,80,1.3,80,4.3,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-01.csv
23,1006.7,1010.2,26.6,23.3,82,0.3,150,2.1,110,0.0,0.0,--,0.0,--,0,--,466920-2024-04-01.csv
24,1006.6,1010.1,26.6,23.1,81,0.9,130,2.2,130,0.0,0.0,--,0.0,--,0,--,466920-2024-04-01.csv
1,1006.0,1009.5,26.2,23.1,83,1.2,150,2.5,130,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
2,1005.3,1008.8,25.4,23.1,87,0.9,120,2.4,130,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
3,1005.3,1008.8,25.0,23.1,89,1.5,150,3.3,180,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
4,1005.8,1009.3,24.6,23.0,91,0.8,140,3.0,110,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
5,1007.1,1010.6,24.5,22.6,89,0.9,190,2.3,140,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
6,1007.3,1010.8,24.0,22.3,90,0.9,120,3.8,170,0.0,0.0,0.0,0.01,--,0,--,466920-2024-04-02.csv
7,1008.2,1011.7,24.8,22.1,85,1.1,150,2.8,130,0.0,0.0,0.9,0.35,--,0,--,466920-2024-04-02.csv
8,1009.5,1013.0,27.2,22.6,76,0.8,190,2.1,120,0.0,0.0,1.0,1.02,20.0,1,3.0,466920-2024-04-02.csv
9,1009.1,1012.6,28.2,22.2,70,1.0,160,3.4,170,0.0,0.0,0.9,1.71,25.0,3,2.0,466920-2024-04-02.csv
10,1009.0,1012.4,30.7,21.8,59,1.0,220,3.5,300,0.0,0.0,1.0,2.45,--,5,--,466920-2024-04-02.csv
11,1007.6,1011.0,31.5,21.4,55,1.7,170,5.2,160,0.0,0.0,1.0,3.02,20.0,6,4.0,466920-2024-04-02.csv
12,1006.2,1009.6,32.5,21.1,51,1.6,200,5.0,180,0.0,0.0,1.0,3.14,--,7,--,466920-2024-04-02.csv
13,1005.0,1008.4,32.8,22.3,54,1.9,300,6.1,290,0.0,0.0,0.9,2.9,--,7,--,466920-2024-04-02.csv
14,1004.4,1007.8,31.7,22.7,59,2.5,300,7.4,290,0.0,0.0,0.3,1.7,12.0,4,9.0,466920-2024-04-02.csv
15,1004.2,1007.6,31.1,22.7,61,2.5,300,8.7,290,0.0,0.0,0.2,1.48,--,3,--,466920-2024-04-02.csv
16,1004.8,1008.2,30.0,22.2,63,2.3,270,6.6,290,0.0,0.0,0.0,0.3,--,1,--,466920-2024-04-02.csv
17,1005.1,1008.5,29.4,22.7,67,1.5,260,7.4,310,0.0,0.0,0.0,0.15,16.0,0,10.0,466920-2024-04-02.csv
18,1006.2,1009.7,29.0,22.8,69,1.6,290,7.4,270,0.0,0.0,0.0,0.04,--,0,--,466920-2024-04-02.csv
19,1006.8,1010.3,28.5,22.3,69,0.8,270,6.3,290,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-02.csv
20,1007.7,1011.2,28.1,22.6,72,2.0,280,6.9,290,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
21,1007.7,1011.2,27.9,23.3,76,1.6,270,5.2,270,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
22,1008.0,1011.5,27.7,23.1,76,1.3,280,5.5,260,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
23,1008.8,1012.3,27.5,22.9,76,2.2,260,7.3,280,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
24,1008.4,1011.9,27.0,23.1,79,1.4,200,5.8,230,0.0,0.0,--,0.0,--,0,--,466920-2024-04-02.csv
1,1008.3,1011.8,26.7,22.3,77,1.3,230,4.4,250,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
2,1007.8,1011.3,26.1,22.4,80,1.6,210,3.3,220,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
3,1007.5,1011.0,26.0,22.9,83,1.0,150,2.6,180,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
4,1007.6,1011.1,25.4,23.1,87,0.9,200,1.8,170,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
5,1008.2,1011.7,24.9,23.0,89,1.0,170,2.9,170,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
6,1008.7,1012.2,24.8,22.7,88,1.6,170,3.0,160,0.0,0.0,0.0,0.01,--,0,--,466920-2024-04-03.csv
7,1009.8,1013.3,25.4,22.7,85,1.1,180,2.6,170,0.0,0.0,0.2,0.28,--,0,--,466920-2024-04-03.csv
8,1010.5,1014.0,26.4,23.3,83,1.1,180,2.1,160,0.0,0.0,0.1,0.64,10.0,1,7.0,466920-2024-04-03.csv
9,1010.3,1013.8,27.5,22.2,73,0.4,180,2.5,140,0.0,0.0,0.3,1.17,10.0,2,7.0,466920-2024-04-03.csv
10,1009.9,1013.4,29.0,20.7,61,1.0,240,3.9,290,0.0,0.0,0.3,1.8,--,4,--,466920-2024-04-03.csv
11,1009.3,1012.8,29.8,21.8,62,1.0,300,5.3,340,0.0,0.0,0.6,2.52,15.0,6,9.0,466920-2024-04-03.csv
12,1009.0,1012.5,28.7,23.6,74,2.3,320,7.7,340,0.0,0.0,0.3,1.96,--,5,--,466920-2024-04-03.csv
13,1008.5,1012.0,28.5,23.4,74,2.1,330,6.4,320,0.0,0.0,0.1,1.56,--,5,--,466920-2024-04-03.csv
14,1008.4,1011.9,25.3,23.4,89,2.2,110,6.0,100,1.5,0.3,0.0,0.33,10.0,1,10.0,466920-2024-04-03.csv
15,1008.0,1011.5,24.4,23.5,95,2.0,100,6.4,80,1.5,1.0,0.0,0.15,--,0,--,466920-2024-04-03.csv
16,1008.0,1011.5,23.7,22.5,93,2.6,100,6.3,100,1.5,1.0,0.0,0.17,--,0,--,466920-2024-04-03.csv
17,1008.1,1011.6,23.6,22.2,92,3.1,110,8.1,100,0.0,0.0,0.0,0.46,10.0,0,9.0,466920-2024-04-03.csv
18,1008.1,1011.6,23.2,22.2,94,3.5,90,8.1,80,0.0,0.0,0.0,0.16,--,0,--,466920-2024-04-03.csv
19,1008.5,1012.0,23.1,22.1,94,2.1,60,7.5,90,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-03.csv
20,1009.6,1013.1,23.4,22.0,92,2.2,90,6.3,30,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
21,1010.5,1014.0,23.2,22.0,93,4.1,90,9.3,60,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
22,1012.2,1015.7,23.2,22.0,93,1.9,110,7.4,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-03.csv
23,1013.8,1017.4,22.3,20.9,92,1.2,310,5.4,340,T,0.2,--,0.0,--,0,--,466920-2024-04-03.csv
24,1014.3,1017.9,21.6,19.7,89,0.9,280,9.4,320,T,0.1,--,0.0,--,0,--,466920-2024-04-03.csv
1,1012.2,1015.8,20.8,19.1,90,3.0,130,5.8,140,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
2,1010.6,1014.2,20.5,18.8,90,1.0,80,4.9,120,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
3,1009.5,1013.1,20.6,18.7,89,2.9,110,5.8,100,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
4,1009.7,1013.3,20.6,18.7,89,1.3,90,5.7,100,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
5,1010.0,1013.6,20.7,19.0,90,2.4,100,6.4,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
6,1010.5,1014.1,20.8,19.1,90,3.2,100,8.0,70,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-04.csv
7,1011.3,1014.9,21.0,19.3,90,3.1,90,7.9,100,T,0.1,0.0,0.08,--,0,--,466920-2024-04-04.csv
8,1012.4,1016.0,21.1,19.0,88,2.9,100,8.1,120,T,0.1,0.0,0.22,10.0,0,10.0,466920-2024-04-04.csv
9,1012.7,1016.3,21.0,18.8,87,3.4,100,8.1,80,0.0,0.0,0.0,0.16,15.0,0,10.0,466920-2024-04-04.csv
10,1012.9,1016.5,21.2,18.8,86,3.1,80,9.5,80,0.0,0.0,0.0,0.48,--,1,--,466920-2024-04-04.csv
11,1012.4,1016.0,21.2,18.6,85,3.8,90,8.9,100,0.0,0.0,0.0,1.03,12.0,2,10.0,466920-2024-04-04.csv
12,1011.8,1015.4,21.1,18.5,85,3.7,100,9.4,80,0.0,0.0,0.0,0.68,--,2,--,466920-2024-04-04.csv
13,1010.3,1013.9,20.7,18.5,87,5.6,100,12.4,100,0.0,0.0,0.1,1.69,--,4,--,466920-2024-04-04.csv
14,1010.3,1013.9,21.0,18.4,85,3.5,90,11.9,80,0.0,0.0,0.0,0.87,10.0,2,10.0,466920-2024-04-04.csv
15,1010.2,1013.8,21.1,18.5,85,3.6,90,12.9,150,0.0,0.0,0.0,1.07,--,2,--,466920-2024-04-04.csv
16,1010.8,1014.4,20.2,18.2,88,4.4,90,13.0,80,0.0,0.0,0.0,0.39,--,1,--,466920-2024-04-04.csv
17,1011.6,1015.2,20.3,18.1,87,3.3,90,9.6,70,0.0,0.0,0.0,0.09,10.0,0,10.0,466920-2024-04-04.csv
18,1012.5,1016.1,20.2,18.0,87,3.5,90,10.0,80,0.0,0.0,0.0,0.04,--,0,--,466920-2024-04-04.csv
19,1012.8,1016.4,20.3,17.7,85,2.5,100,9.1,100,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-04.csv
20,1012.7,1016.3,20.1,17.9,87,3.6,110,8.4,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
21,1012.5,1016.1,20.1,17.9,87,2.6,100,10.0,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
22,1012.5,1016.1,20.0,18.0,88,3.0,90,10.0,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
23,1013.0,1016.6,20.0,18.0,88,2.8,100,9.0,100,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
24,1012.5,1016.1,19.8,18.1,90,2.8,100,9.3,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-04.csv
1,1013.4,1017.0,20.3,18.4,89,2.0,120,7.1,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-05.csv
2,1013.0,1016.6,20.4,18.4,88,1.5,70,5.6,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-05.csv
3,1012.3,1015.9,20.3,18.6,90,2.2,130,4.8,100,0.0,0.0,--,0.0,--,0,--,466920-2024-04-05.csv
4,1012.0,1015.6,19.8,19.1,96,1.2,40,4.6,150,T,0.5,--,0.0,--,0,--,466920-2024-04-05.csv
5,1012.3,1015.9,20.0,19.2,95,1.2,90,3.6,70,0.5,0.3,--,0.0,--,0,--,466920-2024-04-05.csv
6,1012.0,1015.6,20.0,19.0,94,1.8,90,5.3,90,T,0.1,0.0,0.0,--,0,--,466920-2024-04-05.csv
7,1012.4,1016.0,20.3,19.0,92,2.6,90,6.3,90,0.0,0.0,0.0,0.12,--,0,--,466920-2024-04-05.csv
8,1012.4,1016.0,21.1,19.6,91,2.6,90,7.4,80,0.0,0.0,0.0,0.54,16.0,1,10.0,466920-2024-04-05.csv
9,1012.2,1015.8,22.4,20.0,86,2.4,60,9.5,80,0.0,0.0,0.5,1.48,30.0,3,7.0,466920-2024-04-05.csv
10,1012.3,1015.8,24.5,20.4,78,2.5,70,8.0,90,0.0,0.0,0.7,2.33,--,5,--,466920-2024-04-05.csv
11,1012.2,1015.7,23.9,20.5,81,2.2,90,11.2,80,0.0,0.0,0.2,1.64,30.0,5,10.0,466920-2024-04-05.csv
12,1011.8,1015.3,22.8,20.3,86,2.3,80,11.1,70,0.0,0.0,0.0,0.57,--,2,--,466920-2024-04-05.csv
13,1011.1,1014.6,23.3,20.5,84,2.8,100,8.6,100,0.0,0.0,0.0,1.35,--,4,--,466920-2024-04-05.csv
14,1010.6,1014.1,22.6,20.5,88,2.4,100,9.6,100,0.0,0.0,0.0,0.66,16.0,2,10.0,466920-2024-04-05.csv
15,1010.3,1013.8,22.2,20.3,89,3.0,90,7.8,80,0.0,0.0,0.0,0.37,--,1,--,466920-2024-04-05.csv
16,1009.9,1013.5,22.0,20.5,91,3.4,90,8.6,80,T,0.5,0.0,0.24,--,0,--,466920-2024-04-05.csv
17,1010.1,1013.7,21.6,20.6,94,2.8,90,8.7,90,T,0.5,0.0,0.18,7.0,0,10.0,466920-2024-04-05.csv
18,1009.7,1013.3,20.7,20.0,96,2.4,80,7.5,100,0.5,1.0,0.0,0.0,--,0,--,466920-2024-04-05.csv
19,1011.0,1014.6,21.5,20.7,95,1.8,100,5.8,70,T,0.4,0.0,0.0,--,0,--,466920-2024-04-05.csv
20,1011.5,1015.1,21.6,20.4,93,2.1,90,6.2,90,T,0.3,--,0.0,--,0,--,466920-2024-04-05.csv
21,1011.8,1015.4,21.5,20.5,94,2.9,90,6.3,80,T,0.2,--,0.0,--,0,--,466920-2024-04-05.csv
22,1011.6,1015.2,21.4,20.4,94,2.9,90,8.5,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-05.csv
23,1011.4,1015.0,21.1,20.1,94,3.1,90,8.1,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-05.csv
24,1010.9,1014.5,21.0,20.0,94,2.9,90,9.7,70,0.0,0.0,--,0.0,--,0,--,466920-2024-04-05.csv
1,1010.1,1013.7,21.0,19.8,93,2.9,90,8.3,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-06.csv
2,1009.2,1012.8,21.0,19.7,92,3.5,90,9.7,100,0.0,0.0,--,0.0,--,0,--,466920-2024-04-06.csv
3,1009.3,1012.9,21.0,20.0,94,2.4,80,7.0,60,0.0,0.0,--,0.0,--,0,--,466920-2024-04-06.csv
4,1009.6,1013.2,20.7,20.2,97,2.0,120,6.5,70,T,0.6,--,0.0,--,0,--,466920-2024-04-06.csv
5,1009.1,1012.7,20.6,20.1,97,2.7,90,7.3,120,0.5,1.0,--,0.0,--,0,--,466920-2024-04-06.csv
6,1009.7,1013.3,20.7,20.0,96,2.4,80,7.5,100,0.5,0.5,0.0,0.0,--,0,--,466920-2024-04-06.csv
7,1010.1,1013.7,20.5,20.0,97,3.8,100,8.3,90,3.0,0.8,0.0,0.02,--,0,--,466920-2024-04-06.csv
8,1011.0,1014.6,21.1,20.4,96,2.7,120,7.7,80,T,0.2,0.0,0.3,20.0,0,10.0,466920-2024-04-06.csv
9,1011.2,1014.8,21.4,20.2,93,2.5,90,8.0,70,T,0.3,0.0,0.84,25.0,2,10.0,466920-2024-04-06.csv
10,1010.5,1014.1,21.9,20.0,89,3.1,100,8.4,100,0.0,0.0,0.0,1.27,--,4,--,466920-2024-04-06.csv
11,1009.7,1013.2,22.7,20.4,87,3.1,100,9.4,90,0.0,0.0,0.0,1.84,30.0,6,9.0,466920-2024-04-06.csv
12,1009.7,1013.2,23.0,20.7,87,4.1,90,10.0,90,0.0,0.0,0.0,2.27,--,7,--,466920-2024-04-06.csv
13,1009.2,1012.7,23.9,21.0,84,3.0,100,8.4,80,0.0,0.0,0.5,2.87,--,9,--,466920-2024-04-06.csv
14,1008.6,1012.1,23.7,21.0,85,2.6,90,6.0,90,0.0,0.0,0.2,2.04,25.0,6,10.0,466920-2024-04-06.csv
15,1008.0,1011.5,23.7,21.2,86,1.7,50,7.7,110,0.0,0.0,0.0,1.41,--,4,--,466920-2024-04-06.csv
16,1007.7,1011.2,22.8,20.9,89,4.0,90,10.5,100,0.0,0.0,0.1,0.93,--,2,--,466920-2024-04-06.csv
17,1007.8,1011.3,22.6,20.7,89,3.5,80,9.0,110,0.0,0.0,0.0,0.33,15.0,1,10.0,466920-2024-04-06.csv
18,1007.6,1011.1,22.4,20.9,91,3.1,100,9.3,100,0.0,0.0,0.0,0.09,--,0,--,466920-2024-04-06.csv
19,1008.5,1012.0,22.2,20.8,92,2.6,90,7.9,100,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-06.csv
20,1008.9,1012.4,22.1,20.7,92,3.8,90,9.8,90,0.0,0.0,--,0.0,--,0,--,466920-2024-04-06.csv
21,1009.2,1012.8,21.7,21.0,96,3.2,90,8.4,70,T,0.1,--,0.0,--,0,--,466920-2024-04-06.csv
22,1009.6,1013.2,21.8,21.1,96,2.9,90,8.9,120,0.0,0.0,--,0.0,--,0,--,466920-2024-04-06.csv
23,1009.3,1012.8,22.0,21.2,95,2.5,100,8.2,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-06.csv
24,1009.0,1012.5,22.0,21.0,94,2.2,90,7.2,50,0.0,0.0,--,0.0,--,0,--,466920-2024-04-06.csv
1,1008.4,1011.9,22.1,20.9,93,2.0,100,6.8,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-07.csv
2,1007.8,1011.3,22.0,21.0,94,2.1,130,4.6,80,0.0,0.0,--,0.0,--,0,--,466920-2024-04-07.csv
3,1007.6,1011.1,22.0,21.3,96,0.7,120,3.6,130,T,0.2,--,0.0,--,0,--,466920-2024-04-07.csv
4,1007.7,1011.2,22.1,21.6,97,0.7,110,2.9,110,0.0,0.0,--,0.0,--,0,--,466920-2024-04-07.csv
5,1008.1,1011.6,22.2,21.7,97,1.1,150,1.9,130,0.0,0.0,--,0.0,--,0,--,466920-2024-04-07.csv
6,1008.5,1012.0,22.2,21.4,95,1.1,120,2.3,120,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-07.csv
7,1008.5,1012.0,22.5,21.7,95,1.3,120,2.9,100,T,0.1,0.0,0.13,--,0,--,466920-2024-04-07.csv
8,1009.0,1012.5,22.7,21.9,95,1.0,90,2.9,100,T,0.5,0.0,0.16,10.0,0,10.0,466920-2024-04-07.csv
9,1010.1,1013.6,22.7,22.2,97,0.7,340,2.5,70,0.5,1.0,0.0,0.16,12.0,0,10.0,466920-2024-04-07.csv
10,1010.2,1013.7,23.2,22.4,95,1.0,140,2.0,140,T,0.3,0.0,0.4,--,1,--,466920-2024-04-07.csv
11,1009.5,1013.0,23.5,22.5,94,0.7,40,2.2,130,0.0,0.0,0.0,0.58,12.0,2,10.0,466920-2024-04-07.csv
12,1009.3,1012.8,22.7,22.2,97,2.0,330,6.7,330,4.5,0.9,0.0,0.35,--,1,--,466920-2024-04-07.csv
13,1008.6,1012.1,23.4,22.4,94,1.3,280,4.5,320,0.5,0.1,0.0,0.64,--,2,--,466920-2024-04-07.csv
14,1007.7,1011.2,23.8,22.8,94,1.4,320,4.1,310,0.0,0.0,0.0,0.52,20.0,2,10.0,466920-2024-04-07.csv
15,1007.4,1010.9,23.6,22.4,93,2.7,330,5.0,100,0.0,0.0,0.0,0.37,--,1,--,466920-2024-04-07.csv
16,1007.6,1011.1,23.2,21.7,91,3.9,330,7.4,330,0.0,0.0,0.0,0.31,--,1,--,466920-2024-04-07.csv
17,1008.4,1011.9,22.9,21.5,92,2.0,320,7.0,340,0.0,0.0,0.0,0.09,21.0,0,10.0,466920-2024-04-07.csv
18,1008.8,1012.3,22.8,21.4,92,0.7,300,5.7,340,0.0,0.0,0.0,0.02,--,0,--,466920-2024-04-07.csv
19,1009.7,1013.2,23.2,21.3,89,1.5,310,5.8,320,0.0,0.0,0.0,0.0,--,0,--,466920-2024-04-07.csv
