觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),日照時數(h),全天空日射量(MJ/㎡),能見度(km),紫外線指數,總雲量(0~10),source_file
23,1005.0,1008.4,30.4,27.0,82,1.5,180,2.9,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-21.csv
24,1004.4,1007.8,29.7,27.1,86,1.0,140,2.5,150,0.0,0.0,--,0.0,--,0,--,466920-2024-06-21.csv
1,1004.0,1007.4,29.4,27.0,87,0.9,180,1.7,140,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
2,1003.8,1007.2,29.3,26.9,87,1.0,200,2.0,140,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
3,1003.9,1007.3,29.1,26.7,87,1.4,180,2.8,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
4,1004.0,1007.4,28.9,26.7,88,1.1,160,2.3,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
5,1004.4,1007.9,28.7,26.5,88,1.0,200,2.5,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
6,1004.5,1007.9,29.1,26.3,85,0.6,210,2.4,150,0.0,0.0,0.1,0.13,--,0,--,466920-2024-06-22.csv
7,1004.8,1008.2,29.6,26.4,83,1.3,160,2.6,190,0.0,0.0,0.9,0.66,--,1,--,466920-2024-06-22.csv
8,1004.6,1008.0,30.9,26.6,78,0.8,150,3.0,130,0.0,0.0,1.0,1.44,40.0,2,3.0,466920-2024-06-22.csv
9,1004.3,1007.7,32.8,26.6,70,0.9,250,2.6,230,0.0,0.0,1.0,2.21,50.0,5,3.0,466920-2024-06-22.csv
10,1004.1,1007.5,34.2,25.1,59,1.2,260,3.7,30,0.0,0.0,0.7,2.17,--,6,--,466920-2024-06-22.csv
11,1004.0,1007.4,35.2,24.2,53,1.0,260,5.1,300,0.0,0.0,0.8,3.05,50.0,10,5.0,466920-2024-06-22.csv
12,1003.7,1007.1,35.3,26.4,60,2.2,350,7.0,110,0.0,0.0,0.5,2.59,--,9,--,466920-2024-06-22.csv
13,1003.3,1006.7,33.7,27.0,68,3.6,40,6.5,360,0.0,0.0,0.3,1.75,--,6,--,466920-2024-06-22.csv
14,1003.0,1006.4,29.9,27.7,88,4.0,100,8.7,90,13.0,0.9,0.0,0.24,10.0,1,10.0,466920-2024-06-22.csv
15,1004.1,1007.6,27.4,25.6,90,4.4,200,11.5,90,43.0,1.0,0.0,0.09,--,0,--,466920-2024-06-22.csv
16,1004.1,1007.6,25.9,24.3,91,2.7,170,9.2,170,0.5,0.9,0.0,0.07,--,0,--,466920-2024-06-22.csv
17,1004.3,1007.8,26.5,24.0,86,2.3,180,6.9,170,T,0.4,0.0,0.06,11.0,0,9.0,466920-2024-06-22.csv
18,1004.3,1007.8,26.2,25.0,93,2.6,180,4.9,190,2.0,1.0,0.0,0.04,--,0,--,466920-2024-06-22.csv
19,1004.8,1008.3,26.1,25.4,96,1.0,160,4.9,180,0.0,0.0,0.1,0.06,--,0,--,466920-2024-06-22.csv
20,1005.3,1008.8,26.3,24.7,91,1.4,190,3.9,150,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
21,1005.8,1009.3,26.9,24.7,88,1.4,110,3.3,190,0.5,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
22,1006.2,1009.7,26.5,24.5,89,1.6,170,4.3,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
23,1006.0,1009.5,26.7,24.6,88,1.6,220,3.8,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
24,1005.6,1009.1,26.9,24.6,87,1.3,170,3.7,200,0.0,0.0,--,0.0,--,0,--,466920-2024-06-22.csv
1,1005.5,1009.0,26.1,25.1,94,0.7,210,2.9,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
2,1005.4,1008.9,26.9,24.2,85,3.0,180,5.4,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
3,1005.3,1008.8,26.2,24.1,88,0.8,130,3.6,200,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
4,1005.6,1009.1,26.6,24.1,86,1.5,170,4.0,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
5,1006.0,1009.5,26.4,24.1,87,1.6,170,2.6,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
6,1006.5,1010.0,26.8,23.7,83,1.8,180,3.6,160,0.0,0.0,0.5,0.13,--,0,--,466920-2024-06-23.csv
7,1006.6,1010.1,27.6,24.1,81,1.1,200,4.1,180,0.0,0.0,1.0,0.71,--,1,--,466920-2024-06-23.csv
8,1006.3,1009.7,29.5,24.8,76,0.8,220,3.1,180,0.0,0.0,1.0,1.48,40.0,2,1.0,466920-2024-06-23.csv
9,1005.9,1009.3,31.2,25.3,71,0.7,200,2.4,180,0.0,0.0,1.0,2.22,50.0,5,1.0,466920-2024-06-23.csv
10,1005.5,1008.9,32.9,25.5,65,1.7,170,3.4,160,0.0,0.0,1.0,2.83,--,7,--,466920-2024-06-23.csv
11,1005.2,1008.6,34.2,24.2,56,1.0,10,3.2,360,0.0,0.0,0.8,2.89,50.0,9,4.0,466920-2024-06-23.csv
12,1004.8,1008.2,35.0,24.9,56,0.7,V,3.7,10,0.0,0.0,0.6,2.54,--,9,--,466920-2024-06-23.csv
13,1004.3,1007.7,35.1,27.5,65,2.5,360,6.4,350,0.0,0.0,0.6,2.47,--,7,--,466920-2024-06-23.csv
14,1004.0,1007.4,31.7,27.2,77,2.7,100,7.8,360,T,0.1,0.1,0.7,40.0,3,9.0,466920-2024-06-23.csv
15,1005.5,1009.0,27.2,26.5,96,4.6,140,9.0,60,30.0,1.0,0.0,0.13,--,0,--,466920-2024-06-23.csv
16,1005.9,1009.4,26.2,25.0,93,2.6,130,8.9,110,27.5,1.0,0.0,0.05,--,0,--,466920-2024-06-23.csv
17,1005.5,1009.0,26.2,24.8,92,2.7,170,5.9,180,1.5,1.0,0.0,0.05,10.0,0,10.0,466920-2024-06-23.csv
18,1006.4,1009.9,26.3,25.4,95,1.0,210,4.9,160,0.5,1.0,0.0,0.05,--,0,--,466920-2024-06-23.csv
19,1007.1,1010.6,26.5,24.9,91,2.0,180,4.7,120,1.0,0.1,0.0,0.03,--,0,--,466920-2024-06-23.csv
20,1006.8,1010.3,26.6,25.6,94,1.3,140,3.6,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
21,1007.7,1011.2,26.6,25.7,95,1.7,220,3.7,220,T,0.1,--,0.0,--,0,--,466920-2024-06-23.csv
22,1008.0,1011.5,26.8,25.8,94,1.6,100,3.7,180,T,0.1,--,0.0,--,0,--,466920-2024-06-23.csv
23,1007.8,1011.3,26.6,24.6,89,1.9,190,4.4,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
24,1007.7,1011.2,26.6,24.5,88,1.7,180,5.9,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-23.csv
1,1007.1,1010.6,26.0,23.1,84,2.1,180,4.2,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-24.csv
2,1007.0,1010.5,25.9,23.2,85,1.6,180,5.2,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-24.csv
3,1006.9,1010.4,25.9,23.4,86,1.4,170,3.2,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-24.csv
4,1007.0,1010.5,25.6,23.3,87,1.2,160,3.7,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-24.csv
5,1007.2,1010.7,25.6,23.5,88,1.4,170,2.3,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-24.csv
6,1007.6,1011.1,26.0,24.1,89,1.0,190,2.5,190,0.0,0.0,0.0,0.11,--,0,--,466920-2024-06-24.csv
7,1007.8,1011.3,27.0,24.1,84,2.1,180,3.7,190,0.0,0.0,0.0,0.45,--,1,--,466920-2024-06-24.csv
8,1007.9,1011.4,28.3,24.5,80,0.7,130,2.6,150,0.0,0.0,0.7,1.08,50.0,2,8.0,466920-2024-06-24.csv
9,1008.2,1011.6,30.3,25.4,75,0.8,220,1.7,120,0.0,0.0,1.0,1.74,50.0,4,8.0,466920-2024-06-24.csv
10,1007.6,1011.0,32.3,24.4,63,0.7,190,2.2,230,0.0,0.0,1.0,2.67,--,7,--,466920-2024-06-24.csv
11,1007.2,1010.6,33.7,24.6,59,1.0,180,2.6,150,0.0,0.0,1.0,3.2,50.0,10,8.0,466920-2024-06-24.csv
12,1006.5,1009.9,35.0,24.0,53,1.3,290,4.7,350,0.0,0.0,1.0,3.46,--,11,--,466920-2024-06-24.csv
13,1006.1,1009.5,33.9,26.2,64,2.2,340,7.0,360,0.0,0.0,0.8,3.02,--,9,--,466920-2024-06-24.csv
14,1005.8,1009.2,34.1,26.1,63,1.9,340,7.5,340,0.0,0.0,0.9,3.19,30.0,9,9.0,466920-2024-06-24.csv
15,1006.1,1009.5,32.2,26.0,70,2.5,20,9.1,360,T,0.2,0.0,0.61,--,2,--,466920-2024-06-24.csv
16,1006.9,1010.4,27.1,26.1,94,2.2,170,8.8,350,23.0,1.0,0.0,0.1,--,0,--,466920-2024-06-24.csv
17,1006.9,1010.4,26.7,24.4,87,2.6,180,5.0,190,0.5,0.2,0.0,0.13,15.0,0,10.0,466920-2024-06-24.csv
18,1007.7,1011.2,27.1,24.9,88,0.5,140,4.9,160,0.0,0.0,0.0,0.21,--,0,--,466920-2024-06-24.csv
19,1008.6,1012.1,27.3,25.5,90,0.8,190,2.0,220,0.0,0.0,0.0,0.06,--,0,--,466920-2024-06-24.csv
20,1009.7,1013.2,27.5,25.1,87,2.2,200,4.0,190,T,0.2,--,0.0,--,0,--,466920-2024-06-24.csv
21,1010.7,1014.2,26.9,25.5,92,1.1,240,4.9,240,0.5,0.4,--,0.0,--,0,--,466920-2024-06-24.csv
22,1010.4,1013.9,27.4,25.8,91,1.6,240,3.3,60,0.5,0.1,--,0.0,--,0,--,466920-2024-06-24.csv
23,1010.4,1013.9,26.5,25.8,96,0.8,210,4.0,220,T,0.1,--,0.0,--,0,--,466920-2024-06-24.csv
24,1010.0,1013.5,26.8,25.0,90,1.9,140,3.1,130,0.0,0.0,--,0.0,--,0,--,466920-2024-06-24.csv
1,1009.9,1013.4,26.1,24.1,89,1.9,180,5.8,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
2,1009.4,1012.9,26.1,24.5,91,1.5,180,5.8,140,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
3,1009.3,1012.8,26.0,24.2,90,1.1,180,4.3,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
4,1009.2,1012.7,26.1,24.0,88,1.0,180,2.6,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
5,1009.5,1013.0,25.6,23.8,90,1.4,180,2.6,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
6,1010.0,1013.5,26.2,24.1,88,0.6,230,3.3,180,0.0,0.0,0.3,0.14,--,0,--,466920-2024-06-25.csv
7,1010.4,1013.9,27.0,23.5,81,1.1,170,3.7,180,0.0,0.0,0.8,0.76,--,1,--,466920-2024-06-25.csv
8,1010.3,1013.8,28.7,23.6,74,1.1,160,3.5,160,0.0,0.0,1.0,1.43,60.0,2,5.0,466920-2024-06-25.csv
9,1010.3,1013.7,30.8,24.2,68,0.7,140,2.9,150,0.0,0.0,1.0,2.25,60.0,5,3.0,466920-2024-06-25.csv
10,1009.9,1013.3,32.2,23.7,61,1.0,130,2.5,130,0.0,0.0,1.0,2.93,--,8,--,466920-2024-06-25.csv
11,1009.5,1012.9,33.3,23.4,56,1.1,150,2.8,160,0.0,0.0,1.0,3.33,50.0,10,7.0,466920-2024-06-25.csv
12,1009.2,1012.6,33.4,24.3,59,0.6,250,3.1,360,0.0,0.0,0.4,2.09,--,7,--,466920-2024-06-25.csv
13,1008.6,1012.0,33.7,25.2,61,1.5,10,5.7,110,0.0,0.0,0.7,1.98,--,7,--,466920-2024-06-25.csv
14,1008.3,1011.7,34.3,24.9,58,1.5,330,6.3,350,0.0,0.0,0.9,2.24,60.0,7,9.0,466920-2024-06-25.csv
15,1008.3,1011.7,32.6,25.4,66,2.3,50,6.4,100,0.0,0.0,0.4,1.48,--,4,--,466920-2024-06-25.csv
16,1008.1,1011.5,32.2,25.6,68,2.5,170,5.1,80,T,0.1,0.1,0.93,--,2,--,466920-2024-06-25.csv
17,1008.7,1012.2,29.8,26.8,84,2.3,220,5.2,250,0.5,0.8,0.0,0.27,21.0,1,10.0,466920-2024-06-25.csv
18,1009.4,1012.9,28.8,27.2,91,1.5,190,4.9,230,1.5,0.3,0.1,0.24,--,0,--,466920-2024-06-25.csv
19,1009.3,1012.8,28.5,27.3,93,0.8,200,2.6,240,0.0,0.0,0.0,0.16,--,0,--,466920-2024-06-25.csv
20,1009.9,1013.4,28.6,26.8,90,1.0,190,3.4,130,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
21,1010.3,1013.8,28.8,26.6,88,1.6,170,2.8,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
22,1010.2,1013.7,28.3,26.1,88,1.3,180,2.8,130,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
23,1010.4,1013.9,28.2,25.8,87,1.4,180,4.2,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
24,1010.3,1013.8,28.3,25.5,85,1.3,180,2.4,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-25.csv
1,1010.0,1013.5,28.0,25.4,86,1.9,180,3.9,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
2,1009.7,1013.2,27.6,25.6,89,0.7,190,3.0,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
3,1010.2,1013.7,27.8,25.2,86,2.3,160,3.8,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
4,1010.0,1013.5,27.3,25.1,88,1.0,140,3.2,140,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
5,1010.0,1013.5,27.6,24.7,84,1.2,220,2.3,230,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
6,1009.9,1013.4,27.7,24.2,81,2.2,180,4.4,170,0.0,0.0,0.0,0.11,--,0,--,466920-2024-06-26.csv
7,1010.1,1013.6,28.1,24.9,83,1.2,140,2.9,180,0.0,0.0,0.1,0.48,--,1,--,466920-2024-06-26.csv
8,1009.7,1013.2,30.3,24.7,72,0.8,230,2.6,20,0.0,0.0,1.0,1.52,60.0,2,5.0,466920-2024-06-26.csv
9,1009.6,1013.0,32.1,23.9,62,0.8,140,2.5,100,0.0,0.0,1.0,2.33,60.0,5,6.0,466920-2024-06-26.csv
10,1009.4,1012.8,33.5,22.9,54,1.9,40,4.6,350,0.0,0.0,1.0,2.96,--,8,--,466920-2024-06-26.csv
11,1009.4,1012.8,33.4,24.6,60,1.3,360,6.8,350,0.0,0.0,0.5,1.79,60.0,6,9.0,466920-2024-06-26.csv
12,1008.9,1012.3,32.7,25.3,65,2.4,350,6.3,360,0.0,0.0,0.2,1.44,--,5,--,466920-2024-06-26.csv
13,1008.4,1011.8,32.9,23.0,56,1.3,130,5.9,350,0.0,0.0,0.6,2.35,--,8,--,466920-2024-06-26.csv
14,1007.4,1010.8,34.2,23.0,52,4.2,120,7.7,110,0.0,0.0,0.8,3.02,60.0,9,9.0,466920-2024-06-26.csv
15,1007.0,1010.4,34.3,23.4,53,2.8,90,7.0,90,0.0,0.0,1.0,2.62,--,7,--,466920-2024-06-26.csv
16,1006.6,1010.0,33.8,23.8,56,2.3,60,6.6,60,0.0,0.0,1.0,2.09,--,4,--,466920-2024-06-26.csv
17,1006.4,1009.8,32.7,23.4,58,3.4,80,8.2,40,0.0,0.0,1.0,1.34,40.0,2,7.0,466920-2024-06-26.csv
18,1006.6,1010.0,32.1,23.9,62,1.8,90,7.9,90,0.0,0.0,1.0,0.69,--,1,--,466920-2024-06-26.csv
19,1007.4,1010.8,31.7,24.1,64,2.2,130,6.2,100,0.0,0.0,0.0,0.06,--,0,--,466920-2024-06-26.csv
20,1007.8,1011.2,31.5,24.4,66,1.4,140,5.2,90,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
21,1007.9,1011.3,31.1,24.8,69,1.6,210,3.5,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
22,1008.8,1012.2,30.6,25.0,72,1.5,210,4.7,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
23,1008.7,1012.1,30.8,24.9,71,1.4,250,3.1,270,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
24,1008.2,1011.6,30.4,25.0,73,0.7,200,3.1,270,0.0,0.0,--,0.0,--,0,--,466920-2024-06-26.csv
1,1007.5,1011.0,29.8,25.3,77,0.8,220,2.4,240,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
2,1007.2,1010.7,29.1,25.1,79,1.1,170,2.9,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
3,1007.1,1010.6,28.9,25.3,81,1.8,180,2.9,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
4,1007.3,1010.8,28.7,25.1,81,1.7,150,2.7,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
5,1007.6,1011.1,28.4,25.0,82,1.3,170,2.7,150,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
6,1008.1,1011.6,28.5,24.9,81,2.1,180,3.4,160,0.0,0.0,0.0,0.11,--,0,--,466920-2024-06-27.csv
7,1008.4,1011.9,29.4,24.7,76,1.6,180,3.2,170,0.0,0.0,0.6,0.7,--,1,--,466920-2024-06-27.csv
8,1008.1,1011.5,30.1,25.0,74,0.8,210,3.3,180,0.0,0.0,0.9,1.13,40.0,2,8.0,466920-2024-06-27.csv
9,1008.0,1011.4,31.6,25.7,71,1.2,230,2.6,260,0.0,0.0,0.8,1.79,30.0,4,9.0,466920-2024-06-27.csv
10,1007.5,1010.9,33.3,25.6,64,1.4,20,3.3,340,0.0,0.0,0.9,2.53,--,6,--,466920-2024-06-27.csv
11,1006.8,1010.2,34.3,25.2,59,1.1,210,3.5,140,0.0,0.0,1.0,3.54,40.0,10,9.0,466920-2024-06-27.csv
12,1005.9,1009.3,34.4,24.1,55,1.3,110,3.2,80,0.0,0.0,0.6,2.64,--,9,--,466920-2024-06-27.csv
13,1005.4,1008.8,33.7,26.2,65,2.6,340,7.9,340,0.0,0.0,0.2,1.48,--,5,--,466920-2024-06-27.csv
14,1005.0,1008.4,32.4,26.5,71,3.2,330,7.6,360,T,0.8,0.0,1.0,25.0,3,10.0,466920-2024-06-27.csv
15,1007.2,1010.7,26.0,25.0,94,4.4,200,11.3,180,11.5,1.0,0.0,0.1,--,0,--,466920-2024-06-27.csv
16,1006.9,1010.4,25.6,24.4,93,1.1,200,11.7,180,33.0,1.0,0.0,0.06,--,0,--,466920-2024-06-27.csv
17,1006.3,1009.8,26.6,24.5,88,1.2,110,3.1,120,T,0.1,0.3,0.4,35.0,0,8.0,466920-2024-06-27.csv
18,1006.6,1010.1,27.2,24.7,86,0.7,160,3.7,210,T,0.5,0.9,0.95,--,0,--,466920-2024-06-27.csv
19,1007.2,1010.7,27.3,24.2,83,1.3,160,3.8,100,0.0,0.0,0.0,0.17,--,0,--,466920-2024-06-27.csv
20,1007.1,1010.6,27.3,24.2,83,0.6,120,2.7,130,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
21,1007.2,1010.7,27.1,24.4,85,2.4,170,4.2,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
22,1007.5,1011.0,27.1,24.2,84,1.6,160,4.8,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
23,1007.4,1010.9,26.7,24.0,85,0.9,160,3.9,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
24,1006.8,1010.3,27.0,23.7,82,1.6,200,2.8,200,0.0,0.0,--,0.0,--,0,--,466920-2024-06-27.csv
1,1006.2,1009.7,26.8,23.7,83,1.5,170,4.0,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
2,1005.6,1009.1,26.2,23.7,86,0.5,200,3.9,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
3,1005.8,1009.3,26.4,23.5,84,1.7,170,3.7,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
4,1005.8,1009.3,26.3,23.4,84,1.0,190,4.1,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
5,1005.9,1009.4,26.1,23.0,83,1.1,160,4.3,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
6,1006.2,1009.7,26.3,23.4,84,0.9,150,3.7,170,0.0,0.0,0.2,0.13,--,0,--,466920-2024-06-28.csv
7,1006.4,1009.9,27.3,23.8,81,0.8,160,2.5,140,0.0,0.0,1.0,0.7,--,1,--,466920-2024-06-28.csv
8,1006.1,1009.6,29.0,23.9,74,0.6,140,2.0,220,0.0,0.0,1.0,1.44,60.0,2,4.0,466920-2024-06-28.csv
9,1005.9,1009.3,31.4,24.6,67,0.9,170,2.2,340,0.0,0.0,1.0,2.23,60.0,5,3.0,466920-2024-06-28.csv
10,1005.4,1008.8,33.0,25.0,63,1.7,40,4.8,100,0.0,0.0,1.0,2.8,--,8,--,466920-2024-06-28.csv
11,1005.1,1008.5,32.5,24.3,62,1.6,50,4.3,60,0.0,0.0,0.4,1.86,60.0,7,9.0,466920-2024-06-28.csv
12,1004.5,1007.9,34.0,24.6,58,3.0,350,6.9,350,0.0,0.0,0.6,2.63,--,9,--,466920-2024-06-28.csv
13,1004.2,1007.6,34.8,25.3,58,1.6,320,6.9,350,0.0,0.0,1.0,3.46,--,11,--,466920-2024-06-28.csv
14,1003.7,1007.1,34.2,25.6,61,3.0,350,7.7,340,0.0,0.0,0.6,2.56,40.0,8,9.0,466920-2024-06-28.csv
15,1003.9,1007.3,30.0,27.6,87,3.4,20,8.2,10,1.0,0.3,0.4,1.39,--,3,--,466920-2024-06-28.csv
16,1003.9,1007.3,29.1,25.7,82,1.7,40,6.7,360,T,0.4,0.0,0.19,--,1,--,466920-2024-06-28.csv
17,1004.5,1007.9,29.7,25.0,76,1.4,360,4.5,350,0.0,0.0,0.0,0.21,25.0,1,8.0,466920-2024-06-28.csv
18,1004.7,1008.1,29.3,25.3,79,0.8,300,3.9,330,0.0,0.0,0.0,0.14,--,0,--,466920-2024-06-28.csv
19,1005.3,1008.7,29.7,25.0,76,0.9,230,2.3,260,0.0,0.0,0.0,0.03,--,0,--,466920-2024-06-28.csv
20,1005.9,1009.4,29.1,26.3,85,1.4,140,2.4,140,T,0.3,--,0.0,--,0,--,466920-2024-06-28.csv
21,1006.4,1009.9,29.2,26.6,86,1.4,200,2.4,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
22,1006.4,1009.9,29.1,25.7,82,1.6,220,3.0,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
23,1005.7,1009.2,28.6,25.6,84,1.2,140,2.9,230,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
24,1005.2,1008.7,28.4,25.8,86,1.2,180,3.7,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-28.csv
1,1004.3,1007.8,28.3,26.1,88,1.2,220,3.0,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
2,1004.1,1007.6,28.2,25.6,86,1.2,150,2.3,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
3,1004.2,1007.7,28.2,25.4,85,0.9,180,2.5,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
4,1004.0,1007.5,28.0,25.2,85,1.4,160,2.4,130,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
5,1004.0,1007.5,27.6,25.4,88,1.5,180,2.5,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
6,1004.5,1008.0,28.0,25.2,85,1.0,230,1.9,220,0.0,0.0,0.4,0.16,--,0,--,466920-2024-06-29.csv
7,1004.9,1008.4,28.6,25.2,82,0.8,130,2.0,10,0.0,0.0,1.0,0.61,--,1,--,466920-2024-06-29.csv
8,1005.3,1008.7,30.1,25.4,76,1.1,140,2.8,140,0.0,0.0,1.0,1.29,35.0,2,5.0,466920-2024-06-29.csv
9,1005.2,1008.6,32.1,24.5,64,1.4,200,4.2,230,0.0,0.0,0.9,2.1,40.0,4,7.0,466920-2024-06-29.csv
10,1004.7,1008.1,33.4,23.5,56,2.2,240,6.8,280,0.0,0.0,1.0,2.88,--,8,--,466920-2024-06-29.csv
11,1004.1,1007.5,34.5,23.2,52,2.6,200,4.8,190,0.0,0.0,1.0,3.18,40.0,10,7.0,466920-2024-06-29.csv
12,1003.6,1007.0,35.4,23.7,51,0.8,V,4.1,220,0.0,0.0,0.9,3.08,--,10,--,466920-2024-06-29.csv
13,1003.1,1006.5,35.7,23.0,48,2.3,260,5.7,260,0.0,0.0,0.6,2.5,--,9,--,466920-2024-06-29.csv
14,1003.0,1006.4,34.7,25.0,57,1.7,310,7.1,330,0.0,0.0,0.4,2.08,40.0,7,9.0,466920-2024-06-29.csv
15,1002.9,1006.3,32.3,25.2,66,3.7,120,7.6,110,0.0,0.0,0.2,1.11,--,3,--,466920-2024-06-29.csv
16,1002.9,1006.3,30.2,25.7,77,2.3,100,8.8,80,T,0.1,0.0,0.22,--,1,--,466920-2024-06-29.csv
17,1003.4,1006.8,30.2,25.5,76,3.0,130,8.6,110,0.0,0.0,0.0,0.37,25.0,1,9.0,466920-2024-06-29.csv
18,1003.4,1006.8,30.3,25.6,76,2.3,140,6.5,120,0.0,0.0,0.0,0.25,--,0,--,466920-2024-06-29.csv
19,1003.6,1007.0,29.8,25.8,79,1.6,170,4.9,160,0.0,0.0,0.0,0.06,--,0,--,466920-2024-06-29.csv
20,1004.3,1007.7,29.7,25.7,79,0.6,150,3.9,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
21,1004.9,1008.3,30.0,25.5,77,1.4,230,2.9,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
22,1005.1,1008.5,29.8,25.6,78,2.0,170,3.3,170,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
23,1004.7,1008.1,29.1,25.7,82,1.8,170,3.6,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
24,1004.3,1007.7,28.9,25.7,83,1.8,190,3.4,210,0.0,0.0,--,0.0,--,0,--,466920-2024-06-29.csv
1,1004.1,1007.6,28.6,25.4,83,1.4,170,2.7,220,0.0,0.0,--,0.0,--,0,--,466920-2024-06-30.csv
2,1004.2,1007.7,28.3,25.1,83,1.3,170,3.9,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-30.csv
3,1003.8,1007.3,28.0,25.1,84,1.2,150,3.4,180,0.0,0.0,--,0.0,--,0,--,466920-2024-06-30.csv
4,1003.8,1007.3,27.7,24.8,84,1.4,170,2.8,160,0.0,0.0,--,0.0,--,0,--,466920-2024-06-30.csv
5,1003.9,1007.4,27.7,24.8,84,1.3,230,3.1,190,0.0,0.0,--,0.0,--,0,--,466920-2024-06-30.csv
6,1004.3,1007.8,27.6,24.5,83,1.1,180,2.9,180,0.0,0.0,0.0,0.06,--,0,--,466920-2024-06-30.csv
7,1004.8,1008.3,28.1,24.3,80,1.0,170,3.1,180,0.0,0.0,0.3,0.38,--,1,--,466920-2024-06-30.csv
