sno,station,date,hour,borrow_count,return_count,net_borrow,borrow_pred,return_pred,net_borrow_pred,inventory,total
500101041,辛亥新生路口東南側,2024-12-13,8,9,5,4,10.279411923236744,8.631789657365108,3.5153510203537746,41,41
500101041,辛亥新生路口東南側,2024-12-13,9,5,5,0,10.094112069911452,8.06727476463669,3.8220696863341526,41,41
500101041,辛亥新生路口東南側,2024-12-13,10,7,6,1,9.523824899610437,7.320884346727825,1.5358463477590203,41,41
500101041,辛亥新生路口東南側,2024-12-13,11,6,7,-1,8.425290524441577,7.267002540227128,0.4607239728831008,41,41
500101041,辛亥新生路口東南側,2024-12-13,12,5,9,-4,9.636120663817628,7.760633898865178,2.050622623690018,41,41
500101041,辛亥新生路口東南側,2024-12-13,13,11,14,-3,8.541318075165934,7.296178588034468,0.9297134918409339,41,41
500101041,辛亥新生路口東南側,2024-12-13,14,4,3,1,8.371341023807993,6.975537231817607,1.1192167657273264,41,41
500101041,辛亥新生路口東南側,2024-12-13,15,7,10,-3,8.388077215786923,6.517759248312916,1.0158620627303965,41,41
500101041,辛亥新生路口東南側,2024-12-13,16,7,12,-5,8.840315684670204,6.46185890368368,1.5644309661192721,41,41
500101041,辛亥新生路口東南側,2024-12-13,17,25,11,14,14.435564213598575,15.093904738821387,-0.21481565776291725,41,41
500101041,辛亥新生路口東南側,2024-12-13,18,14,17,-3,14.271147397788564,13.14656802325431,0.4448696795000246,41,41
500101041,辛亥新生路口東南側,2024-12-13,19,10,12,-2,15.026156705598309,14.30507473959029,0.18179050150183204,41,41
500101041,辛亥新生路口東南側,2024-12-13,20,8,2,6,10.064248829827319,5.093861583259399,5.104381763386465,41,41
500101041,辛亥新生路口東南側,2024-12-13,21,3,3,0,8.27311192503992,4.707028668711867,4.15595011221579,41,41
500101041,辛亥新生路口東南側,2024-12-13,22,3,4,-1,9.765098927855776,5.0552866387087505,5.218599744964514,41,41
500101041,辛亥新生路口東南側,2024-12-13,23,5,5,0,2.0527680195612645,2.5983992691626976,1.1859029200304945,41,41
500101041,辛亥新生路口東南側,2024-12-14,0,1,0,1,2.4711751205585335,2.707018979582937,0.46355845169036725,41,41
