station,date,hour,borrow_count,return_count,inventory,neighbor_inventory_450m
臺大思亮館東南側,2024-09-30,2,0.0,0.0,-17.0,2908.0
臺大思亮館東南側,2024-09-30,3,0.0,0.0,-17.0,2909.0
臺大思亮館東南側,2024-09-30,4,0.0,0.0,-17.0,2910.0
臺大思亮館東南側,2024-09-30,5,0.0,1.0,-16.0,2913.0
臺大思亮館東南側,2024-09-30,6,0.0,0.0,-16.0,2927.0
臺大思亮館東南側,2024-09-30,7,3.0,4.0,-15.0,3007.0
臺大思亮館東南側,2024-09-30,8,1.0,9.0,-7.0,3256.0
臺大思亮館東南側,2024-09-30,9,2.0,15.0,6.0,3493.0
臺大思亮館東南側,2024-09-30,10,5.0,6.0,7.0,3600.0
臺大思亮館東南側,2024-09-30,11,27.0,10.0,-10.0,3570.0
臺大思亮館東南側,2024-09-30,12,7.0,9.0,-8.0,3549.0
臺大思亮館東南側,2024-09-30,13,4.0,16.0,4.0,3607.0
臺大思亮館東南側,2024-09-30,14,4.0,4.0,4.0,3608.0
臺大思亮館東南側,2024-09-30,15,5.0,4.0,3.0,3576.0
臺大思亮館東南側,2024-09-30,16,11.0,0.0,-8.0,3446.0
臺大思亮館東南側,2024-09-30,17,12.0,2.0,-18.0,3279.0
臺大思亮館東南側,2024-09-30,18,8.0,2.0,-24.0,3126.0
臺大思亮館東南側,2024-09-30,19,2.0,1.0,-25.0,3093.0
臺大思亮館東南側,2024-09-30,20,5.0,1.0,-29.0,3039.0
臺大思亮館東南側,2024-09-30,21,4.0,0.0,-33.0,2987.0
臺大思亮館東南側,2024-09-30,22,0.0,1.0,-32.0,2978.0
臺大思亮館東南側,2024-09-30,23,2.0,1.0,-33.0,2957.0
臺大椰林小舖,2024-09-01,0,1.0,1.0,48.0,356.0
臺大椰林小舖,2024-09-01,1,6.0,3.0,45.0,354.0
臺大椰林小舖,2024-09-01,2,8.0,2.0,39.0,355.0
臺大椰林小舖,2024-09-01,3,1.0,2.0,40.0,350.0
臺大椰林小舖,2024-09-01,4,3.0,3.0,40.0,350.0
臺大椰林小舖,2024-09-01,5,0.0,0.0,40.0,350.0
臺大椰林小舖,2024-09-01,6,2.0,0.0,38.0,347.0
臺大椰林小舖,2024-09-01,7,1.0,1.0,38.0,361.0
臺大椰林小舖,2024-09-01,8,5.0,5.0,38.0,323.0
臺大椰林小舖,2024-09-01,9,6.0,6.0,38.0,337.0
臺大椰林小舖,2024-09-01,10,16.0,7.0,29.0,370.0
臺大椰林小舖,2024-09-01,11,29.0,24.0,24.0,430.0
臺大椰林小舖,2024-09-01,12,18.0,19.0,25.0,405.0
臺大椰林小舖,2024-09-01,13,14.0,12.0,23.0,364.0
臺大椰林小舖,2024-09-01,14,26.0,10.0,7.0,381.0
臺大椰林小舖,2024-09-01,15,26.0,43.0,24.0,375.0
臺大椰林小舖,2024-09-01,16,23.0,23.0,24.0,430.0
臺大椰林小舖,2024-09-01,17,29.0,29.0,24.0,487.0
臺大椰林小舖,2024-09-01,18,25.0,25.0,24.0,551.0
臺大椰林小舖,2024-09-01,19,23.0,15.0,16.0,486.0
臺大椰林小舖,2024-09-01,20,21.0,22.0,17.0,396.0
臺大椰林小舖,2024-09-01,21,45.0,16.0,-12.0,365.0
臺大椰林小舖,2024-09-01,22,9.0,9.0,-12.0,363.0
臺大椰林小舖,2024-09-01,23,6.0,9.0,-9.0,348.0
臺大椰林小舖,2024-09-02,0,2.0,7.0,-4.0,351.0
臺大椰林小舖,2024-09-02,1,0.0,3.0,-1.0,353.0
臺大椰林小舖,2024-09-02,2,0.0,5.0,4.0,348.0
臺大椰林小舖,2024-09-02,3,0.0,1.0,5.0,346.0
臺大椰林小舖,2024-09-02,4,0.0,2.0,7.0,344.0
臺大椰林小舖,2024-09-02,5,0.0,0.0,7.0,343.0
臺大椰林小舖,2024-09-02,6,5.0,2.0,4.0,305.0
臺大椰林小舖,2024-09-02,7,20.0,4.0,-12.0,148.0
臺大椰林小舖,2024-09-02,8,15.0,14.0,-13.0,19.0
臺大椰林小舖,2024-09-02,9,8.0,8.0,-13.0,-88.0
臺大椰林小舖,2024-09-02,10,24.0,24.0,-13.0,-129.0
臺大椰林小舖,2024-09-02,11,26.0,29.0,-10.0,-140.0
臺大椰林小舖,2024-09-02,12,66.0,65.0,-11.0,-103.0
臺大椰林小舖,2024-09-02,13,23.0,22.0,-12.0,-149.0
臺大椰林小舖,2024-09-02,14,23.0,25.0,-10.0,-48.0
臺大椰林小舖,2024-09-02,15,40.0,46.0,-4.0,11.0
臺大椰林小舖,2024-09-02,16,29.0,40.0,7.0,163.0
臺大椰林小舖,2024-09-02,17,70.0,82.0,19.0,228.0
臺大椰林小舖,2024-09-02,18,63.0,41.0,-3.0,267.0
臺大椰林小舖,2024-09-02,19,25.0,16.0,-12.0,239.0
臺大椰林小舖,2024-09-02,20,23.0,22.0,-13.0,152.0
臺大椰林小舖,2024-09-02,21,19.0,18.0,-14.0,42.0
臺大椰林小舖,2024-09-02,22,10.0,10.0,-14.0,20.0
臺大椰林小舖,2024-09-02,23,8.0,3.0,-19.0,16.0
臺大椰林小舖,2024-09-03,0,4.0,8.0,-15.0,6.0
臺大椰林小舖,2024-09-03,1,2.0,2.0,-15.0,3.0
臺大椰林小舖,2024-09-03,2,0.0,2.0,-13.0,4.0
臺大椰林小舖,2024-09-03,3,0.0,1.0,-12.0,2.0
臺大椰林小舖,2024-09-03,4,1.0,0.0,-13.0,1.0
臺大椰林小舖,2024-09-03,5,1.0,0.0,-14.0,-3.0
臺大椰林小舖,2024-09-03,6,8.0,1.0,-21.0,-26.0
臺大椰林小舖,2024-09-03,7,13.0,5.0,-29.0,-99.0
臺大椰林小舖,2024-09-03,8,13.0,13.0,-29.0,-250.0
臺大椰林小舖,2024-09-03,9,14.0,14.0,-29.0,-355.0
臺大椰林小舖,2024-09-03,10,15.0,15.0,-29.0,-386.0
臺大椰林小舖,2024-09-03,11,37.0,40.0,-26.0,-365.0
臺大椰林小舖,2024-09-03,12,48.0,64.0,-10.0,-425.0
臺大椰林小舖,2024-09-03,13,46.0,25.0,-31.0,-447.0
臺大椰林小舖,2024-09-03,14,15.0,24.0,-22.0,-404.0
臺大椰林小舖,2024-09-03,15,45.0,53.0,-14.0,-264.0
臺大椰林小舖,2024-09-03,16,32.0,63.0,17.0,-218.0
臺大椰林小舖,2024-09-03,17,75.0,63.0,5.0,-82.0
臺大椰林小舖,2024-09-03,18,67.0,34.0,-28.0,-62.0
臺大椰林小舖,2024-09-03,19,27.0,26.0,-29.0,-117.0
臺大椰林小舖,2024-09-03,20,20.0,22.0,-27.0,-224.0
臺大椰林小舖,2024-09-03,21,11.0,8.0,-30.0,-308.0
臺大椰林小舖,2024-09-03,22,10.0,10.0,-30.0,-335.0
臺大椰林小舖,2024-09-03,23,15.0,5.0,-40.0,-339.0
臺大椰林小舖,2024-09-04,0,8.0,6.0,-42.0,-349.0
臺大椰林小舖,2024-09-04,1,0.0,2.0,-40.0,-347.0
臺大椰林小舖,2024-09-04,2,1.0,4.0,-37.0,-350.0
臺大椰林小舖,2024-09-04,3,0.0,1.0,-36.0,-349.0
臺大椰林小舖,2024-09-04,4,0.0,0.0,-36.0,-352.0
臺大椰林小舖,2024-09-04,5,2.0,1.0,-37.0,-357.0
臺大椰林小舖,2024-09-04,6,10.0,4.0,-43.0,-384.0
臺大椰林小舖,2024-09-04,7,4.0,2.0,-45.0,-431.0
臺大椰林小舖,2024-09-04,8,29.0,15.0,-59.0,-574.0
臺大椰林小舖,2024-09-04,9,15.0,15.0,-59.0,-672.0
臺大椰林小舖,2024-09-04,10,17.0,19.0,-57.0,-747.0
臺大椰林小舖,2024-09-04,11,26.0,25.0,-58.0,-738.0
臺大椰林小舖,2024-09-04,12,46.0,45.0,-59.0,-711.0
臺大椰林小舖,2024-09-04,13,23.0,25.0,-57.0,-723.0
臺大椰林小舖,2024-09-04,14,20.0,37.0,-40.0,-650.0
臺大椰林小舖,2024-09-04,15,41.0,36.0,-45.0,-594.0
臺大椰林小舖,2024-09-04,16,36.0,29.0,-52.0,-454.0
臺大椰林小舖,2024-09-04,17,66.0,60.0,-58.0,-370.0
臺大椰林小舖,2024-09-04,18,30.0,30.0,-58.0,-376.0
臺大椰林小舖,2024-09-04,19,18.0,19.0,-57.0,-417.0
臺大椰林小舖,2024-09-04,20,21.0,20.0,-58.0,-479.0
臺大椰林小舖,2024-09-04,21,21.0,22.0,-57.0,-525.0
臺大椰林小舖,2024-09-04,22,7.0,5.0,-59.0,-551.0
臺大椰林小舖,2024-09-04,23,6.0,7.0,-58.0,-548.0
臺大椰林小舖,2024-09-05,0,9.0,11.0,-56.0,-547.0
臺大椰林小舖,2024-09-05,1,4.0,4.0,-56.0,-549.0
臺大椰林小舖,2024-09-05,2,0.0,3.0,-53.0,-550.0
臺大椰林小舖,2024-09-05,3,1.0,0.0,-54.0,-553.0
臺大椰林小舖,2024-09-05,4,0.0,0.0,-54.0,-552.0
臺大椰林小舖,2024-09-05,5,0.0,1.0,-53.0,-549.0
臺大椰林小舖,2024-09-05,6,7.0,2.0,-58.0,-566.0
臺大椰林小舖,2024-09-05,7,3.0,2.0,-59.0,-726.0
臺大椰林小舖,2024-09-05,8,17.0,17.0,-59.0,-832.0
臺大椰林小舖,2024-09-05,9,7.0,7.0,-59.0,-931.0
臺大椰林小舖,2024-09-05,10,14.0,14.0,-59.0,-985.0
臺大椰林小舖,2024-09-05,11,27.0,38.0,-48.0,-955.0
臺大椰林小舖,2024-09-05,12,47.0,52.0,-43.0,-983.0
臺大椰林小舖,2024-09-05,13,41.0,26.0,-58.0,-1032.0
臺大椰林小舖,2024-09-05,14,27.0,35.0,-50.0,-952.0
臺大椰林小舖,2024-09-05,15,36.0,45.0,-41.0,-854.0
臺大椰林小舖,2024-09-05,16,19.0,43.0,-17.0,-660.0
臺大椰林小舖,2024-09-05,17,72.0,63.0,-26.0,-551.0
臺大椰林小舖,2024-09-05,18,63.0,31.0,-58.0,-602.0
臺大椰林小舖,2024-09-05,19,11.0,14.0,-55.0,-681.0
臺大椰林小舖,2024-09-05,20,21.0,19.0,-57.0,-737.0
臺大椰林小舖,2024-09-05,21,16.0,15.0,-58.0,-806.0
臺大椰林小舖,2024-09-05,22,11.0,8.0,-61.0,-843.0
臺大椰林小舖,2024-09-05,23,4.0,6.0,-59.0,-848.0
臺大椰林小舖,2024-09-06,0,3.0,8.0,-54.0,-865.0
臺大椰林小舖,2024-09-06,1,5.0,1.0,-58.0,-866.0
臺大椰林小舖,2024-09-06,2,1.0,0.0,-59.0,-867.0
臺大椰林小舖,2024-09-06,3,0.0,1.0,-58.0,-869.0
臺大椰林小舖,2024-09-06,4,0.0,1.0,-57.0,-867.0
臺大椰林小舖,2024-09-06,5,1.0,1.0,-57.0,-868.0
臺大椰林小舖,2024-09-06,6,7.0,3.0,-61.0,-886.0
臺大椰林小舖,2024-09-06,7,3.0,2.0,-62.0,-914.0
臺大椰林小舖,2024-09-06,8,17.0,15.0,-64.0,-997.0
臺大椰林小舖,2024-09-06,9,14.0,14.0,-64.0,-1054.0
臺大椰林小舖,2024-09-06,10,11.0,12.0,-63.0,-1082.0
臺大椰林小舖,2024-09-06,11,29.0,30.0,-62.0,-1090.0
臺大椰林小舖,2024-09-06,12,39.0,57.0,-44.0,-1063.0
臺大椰林小舖,2024-09-06,13,58.0,40.0,-62.0,-1062.0
臺大椰林小舖,2024-09-06,14,18.0,33.0,-47.0,-1021.0
臺大椰林小舖,2024-09-06,15,30.0,40.0,-37.0,-892.0
臺大椰林小舖,2024-09-06,16,40.0,54.0,-23.0,-733.0
臺大椰林小舖,2024-09-06,17,77.0,44.0,-56.0,-741.0
臺大椰林小舖,2024-09-06,18,31.0,28.0,-59.0,-760.0
臺大椰林小舖,2024-09-06,19,14.0,14.0,-59.0,-879.0
臺大椰林小舖,2024-09-06,20,23.0,21.0,-61.0,-902.0
臺大椰林小舖,2024-09-06,21,16.0,16.0,-61.0,-1016.0
臺大椰林小舖,2024-09-06,22,15.0,15.0,-61.0,-1022.0
臺大椰林小舖,2024-09-06,23,6.0,7.0,-60.0,-1030.0
臺大椰林小舖,2024-09-07,0,5.0,3.0,-62.0,-1050.0
臺大椰林小舖,2024-09-07,1,2.0,4.0,-60.0,-1058.0
臺大椰林小舖,2024-09-07,2,0.0,2.0,-58.0,-1069.0
臺大椰林小舖,2024-09-07,3,1.0,3.0,-56.0,-1069.0
臺大椰林小舖,2024-09-07,4,1.0,1.0,-56.0,-1068.0
臺大椰林小舖,2024-09-07,5,1.0,0.0,-57.0,-1058.0
臺大椰林小舖,2024-09-07,6,2.0,2.0,-57.0,-1048.0
臺大椰林小舖,2024-09-07,7,1.0,0.0,-58.0,-1050.0
臺大椰林小舖,2024-09-07,8,9.0,3.0,-64.0,-1039.0
臺大椰林小舖,2024-09-07,9,6.0,7.0,-63.0,-1042.0
臺大椰林小舖,2024-09-07,10,12.0,16.0,-59.0,-995.0
臺大椰林小舖,2024-09-07,11,21.0,23.0,-57.0,-975.0
臺大椰林小舖,2024-09-07,12,7.0,5.0,-59.0,-975.0
臺大椰林小舖,2024-09-07,13,19.0,13.0,-65.0,-969.0
臺大椰林小舖,2024-09-07,14,17.0,18.0,-64.0,-996.0
臺大椰林小舖,2024-09-07,15,19.0,20.0,-63.0,-1038.0
臺大椰林小舖,2024-09-07,16,17.0,17.0,-63.0,-960.0
臺大椰林小舖,2024-09-07,17,17.0,21.0,-59.0,-879.0
臺大椰林小舖,2024-09-07,18,9.0,13.0,-55.0,-830.0
臺大椰林小舖,2024-09-07,19,1.0,2.0,-54.0,-828.0
臺大椰林小舖,2024-09-07,20,7.0,13.0,-48.0,-877.0
臺大椰林小舖,2024-09-07,21,16.0,13.0,-51.0,-952.0
臺大椰林小舖,2024-09-07,22,10.0,5.0,-56.0,-976.0
臺大椰林小舖,2024-09-07,23,11.0,7.0,-60.0,-989.0
臺大椰林小舖,2024-09-08,0,5.0,5.0,-60.0,-1016.0
臺大椰林小舖,2024-09-08,1,2.0,1.0,-61.0,-1021.0
臺大椰林小舖,2024-09-08,2,3.0,3.0,-61.0,-1016.0
臺大椰林小舖,2024-09-08,3,0.0,2.0,-59.0,-1017.0
臺大椰林小舖,2024-09-08,4,0.0,0.0,-59.0,-1022.0
臺大椰林小舖,2024-09-08,5,0.0,0.0,-59.0,-1023.0
臺大椰林小舖,2024-09-08,6,1.0,0.0,-60.0,-1024.0
臺大椰林小舖,2024-09-08,7,2.0,1.0,-61.0,-1021.0
臺大椰林小舖,2024-09-08,8,4.0,1.0,-64.0,-1037.0
臺大椰林小舖,2024-09-08,9,4.0,4.0,-64.0,-1048.0
臺大椰林小舖,2024-09-08,10,5.0,8.0,-61.0,-1058.0
臺大椰林小舖,2024-09-08,11,14.0,12.0,-63.0,-1024.0
臺大椰林小舖,2024-09-08,12,8.0,11.0,-60.0,-1030.0
臺大椰林小舖,2024-09-08,13,16.0,13.0,-63.0,-1046.0
臺大椰林小舖,2024-09-08,14,11.0,17.0,-57.0,-1078.0
臺大椰林小舖,2024-09-08,15,15.0,9.0,-63.0,-1100.0
臺大椰林小舖,2024-09-08,16,21.0,26.0,-58.0,-1126.0
臺大椰林小舖,2024-09-08,17,20.0,20.0,-58.0,-1043.0
臺大椰林小舖,2024-09-08,18,20.0,25.0,-53.0,-1060.0
臺大椰林小舖,2024-09-08,19,25.0,23.0,-55.0,-1167.0
臺大椰林小舖,2024-09-08,20,21.0,25.0,-51.0,-1213.0
臺大椰林小舖,2024-09-08,21,27.0,14.0,-64.0,-1248.0
臺大椰林小舖,2024-09-08,22,12.0,12.0,-64.0,-1257.0
臺大椰林小舖,2024-09-08,23,9.0,9.0,-64.0,-1300.0
臺大椰林小舖,2024-09-09,0,4.0,6.0,-62.0,-1337.0
臺大椰林小舖,2024-09-09,1,2.0,4.0,-60.0,-1335.0
臺大椰林小舖,2024-09-09,2,1.0,4.0,-57.0,-1339.0
臺大椰林小舖,2024-09-09,3,0.0,1.0,-56.0,-1340.0
臺大椰林小舖,2024-09-09,4,2.0,0.0,-58.0,-1342.0
臺大椰林小舖,2024-09-09,5,1.0,0.0,-59.0,-1349.0
臺大椰林小舖,2024-09-09,6,3.0,1.0,-61.0,-1365.0
臺大椰林小舖,2024-09-09,7,7.0,3.0,-65.0,-1396.0
臺大椰林小舖,2024-09-09,8,16.0,15.0,-66.0,-1471.0
臺大椰林小舖,2024-09-09,9,10.0,10.0,-66.0,-1547.0
臺大椰林小舖,2024-09-09,10,8.0,8.0,-66.0,-1583.0
臺大椰林小舖,2024-09-09,11,15.0,15.0,-66.0,-1637.0
臺大椰林小舖,2024-09-09,12,66.0,67.0,-65.0,-1636.0
臺大椰林小舖,2024-09-09,13,39.0,38.0,-66.0,-1644.0
臺大椰林小舖,2024-09-09,14,22.0,23.0,-65.0,-1624.0
臺大椰林小舖,2024-09-09,15,21.0,40.0,-46.0,-1526.0
臺大椰林小舖,2024-09-09,16,23.0,46.0,-23.0,-1367.0
臺大椰林小舖,2024-09-09,17,48.0,51.0,-20.0,-1182.0
臺大椰林小舖,2024-09-09,18,64.0,39.0,-45.0,-1179.0
臺大椰林小舖,2024-09-09,19,25.0,49.0,-21.0,-1192.0
臺大椰林小舖,2024-09-09,20,21.0,12.0,-30.0,-1229.0
臺大椰林小舖,2024-09-09,21,40.0,12.0,-58.0,-1314.0
臺大椰林小舖,2024-09-09,22,29.0,22.0,-65.0,-1339.0
臺大椰林小舖,2024-09-09,23,8.0,10.0,-63.0,-1373.0
臺大椰林小舖,2024-09-10,0,4.0,4.0,-63.0,-1408.0
臺大椰林小舖,2024-09-10,1,2.0,4.0,-61.0,-1410.0
臺大椰林小舖,2024-09-10,2,2.0,1.0,-62.0,-1413.0
臺大椰林小舖,2024-09-10,3,1.0,1.0,-62.0,-1411.0
臺大椰林小舖,2024-09-10,4,0.0,1.0,-61.0,-1413.0
臺大椰林小舖,2024-09-10,5,1.0,0.0,-62.0,-1421.0
臺大椰林小舖,2024-09-10,6,3.0,2.0,-63.0,-1445.0
臺大椰林小舖,2024-09-10,7,8.0,5.0,-66.0,-1525.0
臺大椰林小舖,2024-09-10,8,17.0,18.0,-65.0,-1665.0
臺大椰林小舖,2024-09-10,9,13.0,12.0,-66.0,-1705.0
臺大椰林小舖,2024-09-10,10,18.0,18.0,-66.0,-1733.0
臺大椰林小舖,2024-09-10,11,17.0,20.0,-63.0,-1751.0
臺大椰林小舖,2024-09-10,12,53.0,50.0,-66.0,-1719.0
臺大椰林小舖,2024-09-10,13,34.0,34.0,-66.0,-1747.0
臺大椰林小舖,2024-09-10,14,19.0,20.0,-65.0,-1709.0
臺大椰林小舖,2024-09-10,15,35.0,62.0,-38.0,-1633.0
臺大椰林小舖,2024-09-10,16,26.0,44.0,-20.0,-1492.0
臺大椰林小舖,2024-09-10,17,70.0,55.0,-35.0,-1386.0
臺大椰林小舖,2024-09-10,18,75.0,46.0,-64.0,-1412.0
臺大椰林小舖,2024-09-10,19,27.0,25.0,-66.0,-1438.0
臺大椰林小舖,2024-09-10,20,15.0,19.0,-62.0,-1492.0
臺大椰林小舖,2024-09-10,21,20.0,18.0,-64.0,-1578.0
臺大椰林小舖,2024-09-10,22,9.0,5.0,-68.0,-1624.0
臺大椰林小舖,2024-09-10,23,8.0,8.0,-68.0,-1640.0
臺大椰林小舖,2024-09-11,0,3.0,4.0,-67.0,-1654.0
臺大椰林小舖,2024-09-11,1,0.0,1.0,-66.0,-1653.0
臺大椰林小舖,2024-09-11,2,1.0,1.0,-66.0,-1654.0
臺大椰林小舖,2024-09-11,3,0.0,2.0,-64.0,-1655.0
臺大椰林小舖,2024-09-11,4,0.0,0.0,-64.0,-1654.0
臺大椰林小舖,2024-09-11,5,0.0,0.0,-64.0,-1655.0
臺大椰林小舖,2024-09-11,6,5.0,1.0,-68.0,-1681.0
臺大椰林小舖,2024-09-11,7,4.0,4.0,-68.0,-1775.0
臺大椰林小舖,2024-09-11,8,15.0,15.0,-68.0,-1913.0
臺大椰林小舖,2024-09-11,9,9.0,9.0,-68.0,-1984.0
臺大椰林小舖,2024-09-11,10,13.0,14.0,-67.0,-2022.0
臺大椰林小舖,2024-09-11,11,25.0,27.0,-65.0,-2055.0
臺大椰林小舖,2024-09-11,12,47.0,47.0,-65.0,-2064.0
臺大椰林小舖,2024-09-11,13,30.0,33.0,-62.0,-2056.0
臺大椰林小舖,2024-09-11,14,25.0,19.0,-68.0,-2040.0
臺大椰林小舖,2024-09-11,15,25.0,30.0,-63.0,-1997.0
臺大椰林小舖,2024-09-11,16,20.0,37.0,-46.0,-1825.0
臺大椰林小舖,2024-09-11,17,49.0,69.0,-26.0,-1722.0
臺大椰林小舖,2024-09-11,18,72.0,43.0,-55.0,-1728.0
臺大椰林小舖,2024-09-11,19,38.0,28.0,-65.0,-1706.0
臺大椰林小舖,2024-09-11,20,22.0,17.0,-70.0,-1744.0
臺大椰林小舖,2024-09-11,21,10.0,9.0,-71.0,-1817.0
臺大椰林小舖,2024-09-11,22,12.0,13.0,-70.0,-1911.0
臺大椰林小舖,2024-09-11,23,4.0,3.0,-71.0,-1921.0
臺大椰林小舖,2024-09-12,0,2.0,4.0,-69.0,-1923.0
臺大椰林小舖,2024-09-12,1,2.0,0.0,-71.0,-1923.0
臺大椰林小舖,2024-09-12,2,1.0,2.0,-70.0,-1924.0
臺大椰林小舖,2024-09-12,3,0.0,2.0,-68.0,-1923.0
臺大椰林小舖,2024-09-12,4,1.0,0.0,-69.0,-1924.0
臺大椰林小舖,2024-09-12,5,1.0,0.0,-70.0,-1927.0
臺大椰林小舖,2024-09-12,6,1.0,0.0,-71.0,-1956.0
臺大椰林小舖,2024-09-12,7,2.0,2.0,-71.0,-2041.0
臺大椰林小舖,2024-09-12,8,12.0,13.0,-70.0,-2183.0
臺大椰林小舖,2024-09-12,9,11.0,10.0,-71.0,-2264.0
臺大椰林小舖,2024-09-12,10,26.0,12.0,-85.0,-2363.0
臺大椰林小舖,2024-09-12,11,14.0,14.0,-85.0,-2403.0
臺大椰林小舖,2024-09-12,12,62.0,66.0,-81.0,-2412.0
臺大椰林小舖,2024-09-12,13,42.0,40.0,-83.0,-2456.0
臺大椰林小舖,2024-09-12,14,12.0,14.0,-81.0,-2454.0
臺大椰林小舖,2024-09-12,15,23.0,30.0,-74.0,-2303.0
臺大椰林小舖,2024-09-12,16,24.0,32.0,-66.0,-2175.0
臺大椰林小舖,2024-09-12,17,68.0,85.0,-49.0,-2065.0
臺大椰林小舖,2024-09-12,18,75.0,40.0,-84.0,-2047.0
臺大椰林小舖,2024-09-12,19,24.0,26.0,-82.0,-2111.0
臺大椰林小舖,2024-09-12,20,25.0,25.0,-82.0,-2142.0
臺大椰林小舖,2024-09-12,21,16.0,13.0,-85.0,-2214.0
臺大椰林小舖,2024-09-12,22,8.0,6.0,-87.0,-2245.0
臺大椰林小舖,2024-09-12,23,2.0,2.0,-87.0,-2251.0
臺大椰林小舖,2024-09-13,0,0.0,0.0,-87.0,-2248.0
臺大椰林小舖,2024-09-13,1,2.0,2.0,-87.0,-2246.0
臺大椰林小舖,2024-09-13,2,0.0,1.0,-86.0,-2249.0
臺大椰林小舖,2024-09-13,3,1.0,0.0,-87.0,-2250.0
臺大椰林小舖,2024-09-13,4,0.0,3.0,-84.0,-2252.0
臺大椰林小舖,2024-09-13,5,2.0,1.0,-85.0,-2256.0
臺大椰林小舖,2024-09-13,6,3.0,0.0,-88.0,-2271.0
臺大椰林小舖,2024-09-13,7,3.0,3.0,-88.0,-2333.0
臺大椰林小舖,2024-09-13,8,9.0,9.0,-88.0,-2465.0
臺大椰林小舖,2024-09-13,9,8.0,9.0,-87.0,-2502.0
臺大椰林小舖,2024-09-13,10,14.0,13.0,-88.0,-2503.0
臺大椰林小舖,2024-09-13,11,21.0,22.0,-87.0,-2459.0
臺大椰林小舖,2024-09-13,12,43.0,60.0,-70.0,-2414.0
臺大椰林小舖,2024-09-13,13,44.0,26.0,-88.0,-2403.0
臺大椰林小舖,2024-09-13,14,21.0,29.0,-80.0,-2322.0
臺大椰林小舖,2024-09-13,15,30.0,65.0,-45.0,-2259.0
臺大椰林小舖,2024-09-13,16,37.0,35.0,-47.0,-2107.0
臺大椰林小舖,2024-09-13,17,79.0,35.0,-91.0,-1999.0
臺大椰林小舖,2024-09-13,18,27.0,33.0,-85.0,-2032.0
臺大椰林小舖,2024-09-13,19,23.0,23.0,-85.0,-2001.0
臺大椰林小舖,2024-09-13,20,13.0,16.0,-82.0,-1999.0
臺大椰林小舖,2024-09-13,21,17.0,6.0,-93.0,-2029.0
臺大椰林小舖,2024-09-13,22,8.0,9.0,-92.0,-2065.0
臺大椰林小舖,2024-09-13,23,5.0,5.0,-92.0,-2073.0
臺大椰林小舖,2024-09-14,0,4.0,5.0,-91.0,-2091.0
臺大椰林小舖,2024-09-14,1,2.0,4.0,-89.0,-2097.0
臺大椰林小舖,2024-09-14,2,0.0,1.0,-88.0,-2100.0
臺大椰林小舖,2024-09-14,3,0.0,2.0,-86.0,-2097.0
臺大椰林小舖,2024-09-14,4,1.0,3.0,-84.0,-2097.0
臺大椰林小舖,2024-09-14,5,2.0,3.0,-83.0,-2091.0
臺大椰林小舖,2024-09-14,6,5.0,4.0,-84.0,-2062.0
臺大椰林小舖,2024-09-14,7,7.0,0.0,-91.0,-2045.0
臺大椰林小舖,2024-09-14,8,3.0,1.0,-93.0,-2052.0
臺大椰林小舖,2024-09-14,9,0.0,0.0,-93.0,-2044.0
臺大椰林小舖,2024-09-14,10,2.0,3.0,-92.0,-2025.0
臺大椰林小舖,2024-09-14,11,5.0,7.0,-90.0,-2004.0
臺大椰林小舖,2024-09-14,12,5.0,5.0,-90.0,-2017.0
臺大椰林小舖,2024-09-14,13,8.0,6.0,-92.0,-2051.0
臺大椰林小舖,2024-09-14,14,3.0,9.0,-86.0,-2025.0
臺大椰林小舖,2024-09-14,15,6.0,2.0,-90.0,-2003.0
臺大椰林小舖,2024-09-14,16,9.0,13.0,-86.0,-1970.0
臺大椰林小舖,2024-09-14,17,13.0,11.0,-88.0,-1901.0
臺大椰林小舖,2024-09-14,18,10.0,13.0,-85.0,-1861.0
臺大椰林小舖,2024-09-14,19,0.0,3.0,-82.0,-1881.0
臺大椰林小舖,2024-09-14,20,6.0,4.0,-84.0,-1933.0
臺大椰林小舖,2024-09-14,21,5.0,8.0,-81.0,-1969.0
臺大椰林小舖,2024-09-14,22,19.0,7.0,-93.0,-1994.0
臺大椰林小舖,2024-09-14,23,3.0,5.0,-91.0,-2009.0
臺大椰林小舖,2024-09-15,0,5.0,5.0,-91.0,-2027.0
臺大椰林小舖,2024-09-15,1,3.0,7.0,-87.0,-2027.0
臺大椰林小舖,2024-09-15,2,4.0,2.0,-89.0,-2033.0
臺大椰林小舖,2024-09-15,3,1.0,5.0,-85.0,-2034.0
臺大椰林小舖,2024-09-15,4,0.0,1.0,-84.0,-2037.0
臺大椰林小舖,2024-09-15,5,2.0,1.0,-85.0,-2038.0
臺大椰林小舖,2024-09-15,6,3.0,1.0,-87.0,-2050.0
臺大椰林小舖,2024-09-15,7,3.0,1.0,-89.0,-2038.0
臺大椰林小舖,2024-09-15,8,4.0,1.0,-92.0,-2044.0
臺大椰林小舖,2024-09-15,9,10.0,2.0,-100.0,-2014.0
臺大椰林小舖,2024-09-15,10,4.0,6.0,-98.0,-1997.0
臺大椰林小舖,2024-09-15,11,12.0,6.0,-104.0,-1979.0
臺大椰林小舖,2024-09-15,12,19.0,17.0,-106.0,-1972.0
臺大椰林小舖,2024-09-15,13,9.0,5.0,-110.0,-2020.0
臺大椰林小舖,2024-09-15,14,10.0,14.0,-106.0,-2028.0
